scene_name,category,count,positions
JptJPosx1Z6,sofa,5,"[-9.55728, 0.32095, -9.49247]; [-1.16953, 0.48649, -12.42963]; [-1.51834, 0.48817, -8.32185]; [10.04779, 0.48841, -13.08728]; [11.62558, 0.48289, -11.28656]"
URjpCob8MGw,chair,9,"[7.56816, 0.35588, -2.56907]; [1.96941, 0.45506, 8.12237]; [3.24254, 0.23112, 8.013]; [-4.1038, 0.49146, 8.04056]; [-3.37152, 0.61833, 4.30164]; [-1.9763, 3.36021, -1.49588]; [-1.23378, 3.43269, -0.23364]; [-2.10266, 3.5062, 7.7087]; [-2.12833, 3.27426, 7.26887]"
URjpCob8MGw,bed,6,"[2.21036, 0.5, 4.04231]; [0.48433, 0.50525, 4.00086]; [1.6146, 0.43269, -1.16211]; [2.76032, 0.90845, 6.25202]; [-2.10793, 0.2797, 4.01684]; [-1.79826, 6.50724, -0.05565]"
URjpCob8MGw,plant,0,
URjpCob8MGw,toilet,5,"[-0.15766, 0.36369, 7.92847]; [-0.07935, 0.20443, 7.35135]; [-3.98264, 6.35075, 4.56272]; [-3.87381, 6.16496, 3.56852]; [-3.74991, 3.27127, 2.75218]"
URjpCob8MGw,tv_monitor,1,"[2.35719, 3.75467, 4.50542]"
URjpCob8MGw,sofa,1,"[-0.65869, 3.38469, 3.57344]"
TSJmdttd2GV,chair,16,"[-2.32457, 4.02, -9.04559]; [-4.30748, 3.8263, -2.55842]; [3.06257, 4.07992, -1.90929]; [-3.1779, 0.36299, -4.206]; [-5.99865, 0.33225, 0.44455]; [5.49282, 0.33289, -5.50474]; [0.44858, 0.50836, -5.87757]; [0.45576, 0.41569, -5.10037]; [1.73148, 0.23154, -5.01385]; [1.36209, 0.23502, -4.96842]; [1.37871, 0.2297, -4.60844]; [1.77212, 0.22363, -4.58843]; [1.35243, 0.22612, -4.23837]; [1.80576, 0.23376, -4.23843]; [1.57412, 0.45656, -3.62625]; [2.04328, 0.54423, -0.75665]"
TSJmdttd2GV,bed,11,"[-3.1869, 4.19874, -7.10908]; [-4.06791, 4.19503, -7.11995]; [-3.92704, 3.9271, -4.73471]; [-2.95791, 3.90336, -4.72621]; [-2.20791, 3.8858, -0.0074]; [-3.31762, 3.90743, 0.10447]; [3.46226, 3.87914, -0.65378]; [5.5921, 3.93751, -0.84384]; [2.92199, 3.8177, -6.42138]; [-3.6436, 0.17467, -0.62227]; [4.62361, 0.22462, -9.10843]"
TSJmdttd2GV,plant,12,"[-3.31943, 4.39629, -2.97571]; [3.56527, 4.13081, -7.92787]; [-4.69663, 0.67436, -0.24917]; [4.1127, 0.84629, -7.74264]; [4.21215, 0.75675, -7.02843]; [1.56056, 0.8463, -4.51845]; [1.5614, 0.83502, -4.89098]; [1.55132, 0.8441, -4.67586]; [3.75689, 0.50778, -4.34264]; [7.05922, 1.21628, -1.13842]; [7.07758, 1.23627, -0.99967]; [4.16231, 0.838, -2.20899]"
TSJmdttd2GV,toilet,3,"[2.34208, 4.02434, -1.6266]; [1.36209, 3.82359, -7.78367]; [1.22206, 3.98112, -9.42409]"
TSJmdttd2GV,tv_monitor,0,
TSJmdttd2GV,sofa,2,"[-1.52786, 3.95489, -5.23635]; [5.40688, 3.95583, -2.06002]"
XiJhRLvpKpX,chair,166,"[-13.47993, 0.28301, 13.68971]; [-13.47924, 0.28442, 13.4142]; [-12.94549, 0.51325, 16.54244]; [-7.85956, 0.51023, 15.91703]; [-8.33844, 0.51054, 16.53459]; [-13.09846, 0.56375, 11.09052]; [-9.87458, 0.63069, 5.58852]; [-10.62886, 0.43286, 8.36794]; [-9.75301, 0.43102, 8.46367]; [-9.7837, 0.42946, 9.20663]; [-10.67393, 0.42552, 9.19492]; [-10.7146, 0.42229, 10.34849]; [-9.82934, 0.56058, 10.47334]; [-9.8808, 0.43202, 11.37066]; [-10.75777, 0.4246, 11.22575]; [-12.21438, 0.42719, 9.3064]; [-12.14537, 0.42141, 10.12339]; [-13.00744, 0.5836, 10.23999]; [-12.94177, 0.57054, 9.30724]; [-13.02508, 0.71711, 7.56711]; [-12.20366, 0.42498, 7.64283]; [-12.07384, 0.42601, 8.50397]; [-11.89567, 0.2828, 1.23879]; [-12.32357, 0.27968, 1.24438]; [-9.92495, 0.27182, 1.65248]; [-10.34911, 0.26422, 1.34923]; [-6.07702, 0.47804, 7.36822]; [-6.79646, 0.4687, 7.70504]; [-7.50327, 0.46804, 7.98788]; [-8.24584, 0.474, 8.11155]; [-7.52098, 0.42245, 5.59317]; [-7.5168, 0.42882, 4.85157]; [-8.30885, 0.42114, 4.95609]; [-8.40451, 0.42457, 5.69015]; [-5.38169, 0.43978, 6.08533]; [-5.87097, 0.4393, 5.53883]; [-4.92302, 0.44264, 5.44269]; [-4.75992, 0.43899, 4.83636]; [-5.96129, 0.43095, 4.89016]; [-8.29547, 0.40076, 3.68185]; [-8.38412, 0.39919, 3.11989]; [-7.28396, 0.47415, 3.76349]; [-7.31436, 0.43801, 2.97366]; [-5.87934, 0.43741, 2.86888]; [-5.08744, 0.44186, 2.87291]; [-5.83952, 0.54613, 3.64958]; [-5.0908, 0.44265, 3.52142]; [-7.41786, 0.43511, 1.91561]; [-7.39685, 0.427, 1.13325]; [-8.12817, 0.44173, 1.12131]; [-8.18378, 0.55289, 1.79184]; [-5.93416, 0.44126, 1.72211]; [-5.78039, 0.43622, 0.99992]; [-5.01174, 0.55697, 1.07283]; [-5.12726, 0.43625, 1.82672]; [-3.83064, 0.44041, 4.19215]; [-4.25633, 0.50502, 3.51135]; [-4.35736, 0.43144, 2.87507]; [-3.78453, 0.42654, 2.44905]; [-3.27872, 0.44054, 2.96246]; [-3.28732, 0.43145, 3.60448]; [-4.93138, 0.44956, -0.64672]; [-6.3867, 0.44088, -0.64573]; [-7.60787, 0.44219, -0.35177]; [-7.507, 0.43316, -1.06919]; [-2.18104, 0.54343, -1.15287]; [-0.5389, 0.53867, -1.09092]; [-0.34371, 0.54788, 0.40601]; [-0.04363, 0.54849, 1.58434]; [-0.10644, 0.54449, 2.94202]; [-0.11464, 0.54481, 4.56015]; [-1.62094, 0.5428, 4.27125]; [-1.49168, 0.53375, 3.10219]; [-1.48361, 0.54765, 1.8617]; [-1.93754, 0.54863, 0.44071]; [6.60991, 0.50841, 6.2731]; [6.39559, 0.50902, 4.91986]; [6.97675, 0.49103, 4.48831]; [8.8016, 0.49295, 4.98855]; [8.75387, 0.4877, 6.05877]; [8.0763, 0.50131, 6.45015]; [8.54528, 0.50387, 9.03566]; [9.0049, 0.49582, 9.03759]; [10.3128, 0.49887, 9.0388]; [10.80769, 0.49904, 9.04689]; [11.18458, 0.48968, 8.53581]; [11.08216, 0.49028, 5.00762]; [11.78869, 0.49162, 5.0926]; [12.7166, 0.49234, 4.96797]; [13.45881, 0.40683, 4.50596]; [11.42007, 0.49277, 6.45041]; [13.00867, 0.49069, 7.24757]; [13.00047, 0.48913, 6.30006]; [14.48028, 0.46475, 4.55922]; [14.45006, 0.48651, 5.96675]; [14.36388, 0.50176, 7.56492]; [14.87185, 0.49384, 7.99359]; [12.66601, 0.49319, 8.97766]; [12.69884, 0.48659, 8.37675]; [13.35991, 0.49464, 8.45885]; [13.30548, 0.49982, 9.08365]; [15.64927, 0.50641, 8.50045]; [15.651, 0.52782, 8.79946]; [14.87293, 0.49083, 9.11414]; [14.40508, 0.50244, 9.63174]; [14.43637, 0.51339, 10.58606]; [12.02732, 0.51083, 11.98217]; [13.33315, 0.50961, 11.99945]; [13.85695, 0.51428, 11.604]; [13.37494, 0.50792, 13.26208]; [11.84282, 0.50909, 14.28764]; [11.33794, 0.508, 14.35861]; [11.30987, 0.51317, 13.30133]; [11.79748, 0.50801, 13.31937]; [13.34426, 0.50919, 14.5484]; [11.92105, 0.50881, 16.23176]; [11.3721, 0.50881, 16.18892]; [11.35872, 0.50882, 15.32514]; [11.86821, 0.50502, 15.30606]; [10.03975, 0.51703, 16.20934]; [14.03951, 0.50982, 16.56004]; [13.24109, 0.50353, 17.8802]; [12.73636, 0.50908, 18.25697]; [12.73696, 0.51046, 18.78806]; [12.74957, 0.50948, 19.40586]; [12.79238, 0.51067, 20.05982]; [11.01618, 0.51165, 18.40296]; [11.60817, 0.50844, 18.87057]; [11.57455, 0.50727, 19.38816]; [11.6238, 0.51071, 20.05981]; [5.79876, 0.51705, 19.52314]; [6.33579, 0.50357, 19.57774]; [6.9723, 0.51592, 19.60584]; [7.60852, 0.51248, 19.52068]; [5.31939, 0.48191, 18.42109]; [5.78812, 0.48204, 18.39155]; [6.25521, 0.51307, 18.38151]; [8.66903, 0.50052, 17.42553]; [7.65271, 0.67427, -0.08429]; [8.43925, 0.5402, 0.01873]; [8.39645, 0.53456, 0.87216]; [7.54316, 0.59853, 0.73127]; [7.32575, 0.68547, -1.3361]; [7.15989, 0.84102, -2.40091]; [8.19526, 0.69002, -2.31656]; [8.2475, 0.68206, -1.3621]; [10.56319, 0.66843, -2.12786]; [11.3624, 0.55702, -2.21836]; [10.51358, 0.67664, -1.29732]; [11.47937, 0.68386, -1.13234]; [10.83199, 0.53304, 0.82762]; [10.86067, 0.5339, 0.0619]; [11.63492, 0.66779, 0.04284]; [11.69064, 0.56095, 0.77677]; [14.51541, 0.53469, -2.05168]; [14.46825, 0.64771, -1.23651]; [13.61125, 0.59957, -1.25196]; [13.76919, 0.53477, -2.12858]; [13.52369, 0.765, -0.09713]; [13.63569, 0.68544, 0.98092]; [14.44839, 0.62274, 0.98222]; [14.66741, 0.69458, 0.0708]; [-0.56654, -2.22835, 5.65478]; [0.1755, -2.43097, 4.84902]; [-1.56822, -2.44707, 2.66257]; [-3.0212, -2.3728, 0.24849]"
XiJhRLvpKpX,bed,1,"[-4.93046, -2.4353, 2.87671]"
XiJhRLvpKpX,plant,48,"[4.22698, 0.47763, 5.99004]; [1.40792, 0.16391, 6.13202]; [1.39472, 0.27743, 5.80478]; [15.04685, 1.10087, 11.76088]; [3.87147, 0.10962, 4.24294]; [4.24276, 1.33943, 4.32796]; [3.8615, 0.14922, 4.74306]; [4.26799, 0.31148, 5.31044]; [4.28568, 0.2648, 4.71803]; [4.07185, 0.13565, 5.05371]; [3.87205, 0.30997, 5.24877]; [1.06886, 0.15088, 5.38373]; [1.0387, 0.13836, 4.93898]; [1.03796, 0.17734, 4.47943]; [1.28207, 0.18056, 4.10228]; [0.84036, 1.10062, 4.71799]; [0.84749, 1.03004, 4.10711]; [0.8426, 0.99466, 4.48812]; [15.40447, 1.1614, 3.13048]; [14.33006, 1.18444, 3.07997]; [13.47929, 1.1479, 3.03222]; [11.78504, 1.17123, 3.0899]; [19.67021, 0.7477, -3.21184]; [10.78999, 1.15947, 3.04783]; [9.78594, 1.1341, 3.09195]; [8.24453, 1.16169, 3.14392]; [7.21971, 1.17416, 3.14908]; [6.31139, 1.18675, 3.17551]; [4.44471, 0.19086, 3.20929]; [4.26449, 0.18676, 1.3277]; [4.55079, 0.35833, 1.0989]; [3.58008, 1.08628, 1.45427]; [4.26933, -2.31122, 5.71809]; [-2.13193, -1.22491, 7.65875]; [-4.29422, -1.53452, 5.4714]; [-4.66182, -2.28646, 8.33325]; [-4.32505, -1.82551, 8.26522]; [-4.8417, -2.0899, 5.22757]; [-0.30975, -2.44615, -0.73786]; [-2.08703, -2.30041, -0.78446]; [-4.06435, -1.8319, 0.82951]; [0.41978, -1.71552, 1.14387]; [0.40018, -1.81393, 1.5719]; [21.30373, -2.26834, 6.97888]; [21.30562, -2.22805, 8.10609]; [12.04468, -1.18572, 3.67523]; [15.84755, -2.18442, 2.59904]; [5.91346, 1.23977, 7.64736]"
XiJhRLvpKpX,toilet,0,
XiJhRLvpKpX,tv_monitor,2,"[-9.52052, 0.95738, 5.88472]; [0.35427, 1.08351, 6.36176]"
XiJhRLvpKpX,sofa,3,"[-0.60973, 0.38838, 11.3055]; [0.0653, -2.43292, 10.88518]; [-5.87809, -2.46551, 7.25163]"
W9YAR9qcuvN,chair,8,"[-0.10038, 0.48936, 1.16872]; [3.1746, -2.48571, 2.57605]; [3.19122, -2.48347, 3.22441]; [3.16791, -2.48159, 3.86838]; [0.97753, -2.56075, 2.95905]; [1.59895, -2.56738, 3.28679]; [0.39514, -2.55947, 3.27872]; [1.01004, -2.56612, 3.67806]"
W9YAR9qcuvN,bed,3,"[1.21214, 0.62779, -0.77875]; [8.17897, 0.69866, 3.4373]; [0.39812, 0.39463, 3.79132]"
W9YAR9qcuvN,plant,0,
W9YAR9qcuvN,toilet,2,"[3.60179, 0.34858, 3.43805]; [9.49399, -2.72248, -0.64693]"
W9YAR9qcuvN,tv_monitor,2,"[7.75099, 1.6628, 1.02608]; [-0.44286, -1.46326, 1.83279]"
W9YAR9qcuvN,sofa,0,
vLpv2VX547B,chair,19,"[-0.76803, 0.12267, 8.97729]; [-1.318, 0.4191, 10.2136]; [-3.11713, 0.11603, 10.11381]; [0.30492, 0.42506, 5.7609]; [3.90012, 0.42759, -1.45657]; [3.89308, 0.44173, -0.93233]; [3.35387, 0.43392, -0.92039]; [3.43873, 0.27743, -1.51727]; [-4.44415, 0.39786, 3.2405]; [-8.39553, 0.40969, -0.59376]; [-11.7449, 0.32879, 2.88132]; [-9.70464, 0.61413, -3.31294]; [-11.5161, 0.52169, -3.09003]; [-10.6818, 0.46688, -0.27316]; [-10.1131, 0.46834, -0.82717]; [-10.82529, 0.46115, -1.29204]; [-11.24517, 0.46086, -0.82991]; [-6.1324, 2.93176, -0.07182]; [-11.75038, 3.17978, 3.65947]"
vLpv2VX547B,bed,5,"[1.89725, 0.39528, 6.63252]; [-4.67355, 0.68999, -1.88489]; [-19.28817, 0.42209, 3.53775]; [-2.68723, 3.04743, 1.30694]; [-10.25671, 3.02109, 1.80205]"
vLpv2VX547B,plant,4,"[-5.46738, 0.44073, -1.68169]; [-11.73593, 0.52411, 1.20591]; [-12.46466, 1.12651, -3.1962]; [-15.18458, 1.18007, -3.3897]"
vLpv2VX547B,toilet,1,"[-4.21486, 0.25469, 4.5474]"
vLpv2VX547B,tv_monitor,3,"[-1.15857, 0.99542, -0.83591]; [-8.49791, 0.94024, -2.11956]; [-8.81306, 3.84447, 0.58757]"
vLpv2VX547B,sofa,2,"[1.99363, 0.49178, -1.0816]; [-17.30908, 0.26683, -1.23094]"
hWDDQnSDMXb,chair,20,"[14.34623, 2.03419, 14.13133]; [12.89307, 2.11992, 14.29226]; [9.58706, 2.16218, 14.38477]; [5.02989, 1.98632, 19.36737]; [2.74823, 0.83699, 6.309]; [-10.89231, 0.57268, 8.99271]; [-10.81682, 0.57622, 7.92142]; [-3.89305, 0.58689, 6.11871]; [-2.90352, 0.58235, 5.35129]; [-3.97897, 0.58289, 4.37428]; [-4.78175, 0.58369, 5.41273]; [3.41521, -1.79347, 4.16421]; [1.33325, -1.65631, 5.36705]; [-0.85293, -1.61236, 5.35451]; [0.05106, -1.57028, 4.76798]; [-7.26023, -1.90775, 4.72358]; [-10.13191, -1.53966, 6.74528]; [-10.72174, -1.84469, 11.23232]; [-4.35525, -1.88128, 4.68488]; [-4.41806, -1.67472, 9.3701]"
hWDDQnSDMXb,bed,4,"[13.45606, 2.17328, 16.94335]; [7.5888, 2.53909, 15.03748]; [0.34742, 0.89312, 2.09451]; [-9.41064, -1.89659, 9.14255]"
hWDDQnSDMXb,plant,0,
hWDDQnSDMXb,toilet,4,"[-0.44045, 0.80243, 11.87458]; [-0.4599, 0.83915, 9.30147]; [-4.34696, 0.38406, 13.94001]; [-4.34081, -1.90598, 14.62995]"
hWDDQnSDMXb,tv_monitor,2,"[10.27463, 2.60731, 14.41683]; [2.62989, 1.48859, 10.59972]"
hWDDQnSDMXb,sofa,3,"[2.76907, 0.90858, 12.79519]; [-7.18719, 0.4545, 5.84383]; [-9.0846, 0.40397, 4.66731]"
qz3829g1Lzf,chair,15,"[5.1857, 3.2201, 4.2602]; [-2.31802, 0.99922, -1.51676]; [-2.84068, 0.44119, 0.17893]; [-3.47802, 0.44124, 0.55447]; [-3.92973, 0.43951, 0.67639]; [-4.50323, 0.43846, 0.21893]; [-4.02424, 0.44518, -0.2429]; [-3.42724, 0.44183, -0.24632]; [4.66229, 0.47079, 2.87171]; [5.07741, 0.29268, 3.26916]; [4.94049, 0.43109, 5.19396]; [1.55038, 0.56048, -0.87475]; [3.61215, 0.41561, -1.49413]; [5.42313, 0.44411, 0.09359]; [4.22697, 0.40532, 0.23758]"
qz3829g1Lzf,bed,3,"[-3.94639, 3.20479, 4.30027]; [-3.86303, 3.02506, -0.72107]; [3.04754, 3.53336, -1.1694]"
qz3829g1Lzf,plant,0,
qz3829g1Lzf,toilet,3,"[-1.26496, 3.05851, 5.54822]; [-0.56191, 3.05235, -1.23057]; [-1.3047, 0.34356, 5.43651]"
qz3829g1Lzf,tv_monitor,2,"[5.23053, 3.58003, 2.93824]; [4.09694, 0.85616, 0.43273]"
qz3829g1Lzf,sofa,1,"[3.69896, 0.48751, 0.92582]"
1S7LAXRdDqK,chair,25,"[-7.78058, 0.51908, -4.08003]; [-8.4012, 0.51933, -4.45639]; [-8.33721, 0.51919, -5.00895]; [-8.33867, 0.51368, -5.63012]; [-7.89545, 0.37659, 0.27485]; [-10.53623, 0.35754, 0.37741]; [-10.64564, 0.54394, -2.3979]; [-9.95595, 0.54378, -2.76874]; [-9.8653, 0.54754, -2.01232]; [-9.14691, 0.55405, -1.99439]; [-8.63221, 0.54939, -2.30095]; [-9.19117, 0.54425, -2.83941]; [-2.28898, 0.45099, 0.15361]; [-4.81198, -2.05817, -3.32642]; [0.20149, -2.14996, -3.08471]; [-4.56286, -2.20672, -0.27209]; [-1.72808, -2.18821, -7.22104]; [0.46487, -2.43829, -6.99017]; [-7.66486, -2.00532, -3.76637]; [-7.71672, -1.98936, -5.43144]; [-9.37251, -2.14595, 1.11803]; [-10.35758, -2.27068, -2.80431]; [-10.22115, -2.27564, -4.29026]; [-9.95375, -2.03798, -5.85958]; [-7.56329, -2.2304, -6.11189]"
1S7LAXRdDqK,bed,3,"[-0.14958, 0.77014, -5.99639]; [-0.21654, 0.555, -1.16484]; [-0.55079, -2.03831, -6.40223]"
1S7LAXRdDqK,plant,6,"[-7.54486, 1.7237, -7.78401]; [-6.93486, 1.39224, -7.77657]; [-6.71217, 1.45575, -7.7745]; [-10.37943, 0.63933, 1.59584]; [-1.91887, 1.23005, 0.23937]; [-1.7465, 0.78725, 0.14742]"
1S7LAXRdDqK,toilet,2,"[-3.89793, 0.41155, -5.0855]; [-4.79789, 0.38568, -0.78639]"
1S7LAXRdDqK,tv_monitor,2,"[0.45841, -1.68234, -1.61058]; [-9.80887, -1.58901, 1.50727]"
1S7LAXRdDqK,sofa,3,"[-9.31968, 0.42626, 1.62691]; [-3.09462, -2.14674, -1.4046]; [-1.79485, -2.16278, -0.15571]"
8wJuSPJ9FXG,chair,8,"[-1.70229, 0.5003, 2.58074]; [-0.30432, 0.51506, -1.04661]; [-1.134, 0.54685, -3.094]; [-2.84007, 0.46012, 2.0395]; [-2.82947, 0.45135, 1.03202]; [-2.49254, 0.45234, 1.506]; [-3.11739, 0.45019, 1.49929]; [1.02528, 3.69115, 0.06717]"
8wJuSPJ9FXG,bed,1,"[-3.44721, 3.24893, -0.67696]"
8wJuSPJ9FXG,plant,3,"[-5.33253, 0.15138, 0.02591]; [-5.25991, 0.8586, 0.44501]; [-4.05675, 1.56028, 2.03363]"
8wJuSPJ9FXG,toilet,3,"[0.90499, 0.35613, -1.49947]; [1.88145, 3.36614, 2.62301]; [-0.77016, 3.38299, 2.66171]"
8wJuSPJ9FXG,tv_monitor,1,"[1.60394, 3.87735, 0.1318]"
8wJuSPJ9FXG,sofa,1,"[-3.31468, 0.45551, -1.34131]"
iKFn6fzyRqs,chair,13,"[7.4517, 0.07328, 7.2489]; [-0.74991, 0.54961, 5.06098]; [-0.59638, 0.48746, 7.08262]; [1.93032, -2.61068, -1.12398]; [1.92318, -2.54218, 1.48241]; [4.39921, -2.54504, -1.08112]; [4.00367, -2.52267, -0.52934]; [3.51358, -2.55038, -1.04464]; [4.03864, -2.55315, -1.54554]; [7.38686, -2.56317, 1.20532]; [9.94358, -2.50411, 4.45892]; [7.12255, -2.51454, 4.48434]; [3.18426, -2.66942, 5.73421]"
iKFn6fzyRqs,bed,7,"[-0.82408, 0.6259, -0.0868]; [2.57356, 0.87205, 1.01892]; [2.75357, 0.81964, 1.08893]; [2.86888, 0.86267, 1.0529]; [2.78472, 0.75962, 1.17029]; [7.77414, 0.42988, 1.92795]; [-3.01746, 0.65755, 5.87894]"
iKFn6fzyRqs,plant,0,
iKFn6fzyRqs,toilet,3,"[4.4814, 0.42953, 0.77893]; [6.12791, 0.42611, 1.68047]; [6.19358, -2.68733, 4.48539]"
iKFn6fzyRqs,tv_monitor,6,"[1.64964, 1.13704, 0.44405]; [10.20494, 1.11266, 2.21989]; [6.83322, 1.09266, 7.39155]; [6.69431, 1.1427, 7.00603]; [-3.11899, 1.72769, 2.68893]; [-1.84501, -2.09973, -0.0184]"
iKFn6fzyRqs,sofa,3,"[9.86135, 0.44054, 6.0611]; [-0.2185, -2.60243, 2.42352]; [9.87486, -2.56614, 2.24049]"
HfMobPm86Xn,chair,26,"[2.81514, 0.40915, 10.046]; [2.75471, 0.40575, 6.80867]; [-0.42119, 0.46282, 9.70082]; [-0.99685, 0.70031, 7.10239]; [-0.50802, 0.47182, 7.09586]; [-4.00514, 0.53626, 0.08802]; [-3.64685, 0.53561, -1.01438]; [-4.40079, 0.54025, -0.97362]; [-4.36037, 0.53833, -1.99279]; [-3.52949, 0.53868, -2.07355]; [-3.8822, 0.54052, -3.07151]; [-7.0559, 0.50067, -2.28955]; [-17.63703, 0.4837, 4.86979]; [-15.81757, 0.3344, 13.05898]; [-17.53479, 0.32864, -1.31513]; [-18.63854, 0.31938, -1.41994]; [-20.13757, 0.3296, -3.10154]; [-21.13024, 0.33369, -2.99574]; [-21.21319, 0.33698, -3.91676]; [-20.32352, 0.29247, -4.01212]; [-25.22163, 0.55904, -3.19083]; [-25.60145, 0.71265, -4.41764]; [-18.67735, 0.42885, -6.67171]; [-19.13817, 0.39837, -6.70601]; [-19.85648, 0.40879, -5.87564]; [-17.77202, 0.45806, -10.23725]"
HfMobPm86Xn,bed,4,"[-17.89787, 0.58292, 2.74196]; [-15.75817, 0.56909, 11.23085]; [-25.33079, 0.72646, -7.60536]; [-21.15919, 0.44237, -7.94674]"
HfMobPm86Xn,plant,0,
HfMobPm86Xn,toilet,3,"[3.5579, 0.29594, 0.86398]; [-16.06898, 0.37021, 0.00018]; [-18.45015, 0.31222, 5.83567]"
HfMobPm86Xn,tv_monitor,1,"[-20.86055, 1.08282, -4.94227]"
HfMobPm86Xn,sofa,4,"[1.26594, 0.41226, 11.67267]; [-19.39148, 0.39273, 0.92855]; [-22.15355, 0.44513, -8.22593]; [-19.18347, 0.32381, -10.67684]"
wPLokgvCnuk,chair,8,"[1.00734, 1.26574, -3.3319]; [-2.59722, 1.01874, 0.0317]; [-2.97407, 1.22347, -3.67778]; [-2.96235, 1.21514, -1.97539]; [-3.63593, 1.22275, -2.29206]; [-3.64318, 1.22049, -3.2029]; [-2.80286, 1.22322, -2.67042]; [-2.33026, -2.4776, 0.09544]"
wPLokgvCnuk,bed,3,"[1.36876, -2.10234, -2.46309]; [1.35966, -2.10725, -0.562]; [-3.2733, -2.10679, -3.0134]"
wPLokgvCnuk,plant,3,"[1.94326, 1.92769, 0.14483]; [2.03113, 1.30381, -3.84044]; [-4.0974, 1.62849, -1.32125]"
wPLokgvCnuk,toilet,3,"[1.26709, 1.14934, -4.94413]; [2.11091, -2.4045, -4.72042]; [-3.96576, -2.38249, -8.11042]"
wPLokgvCnuk,tv_monitor,2,"[2.38186, 2.12447, -1.92262]; [-1.02641, -1.6635, -2.94724]"
wPLokgvCnuk,sofa,1,"[-0.60902, 1.14311, -1.95646]"
Jfyvj3xn2aJ,chair,16,"[5.11854, 3.11233, 1.34429]; [4.75659, 3.17249, 1.30181]; [4.24078, 3.11683, 1.32989]; [3.67543, 3.11772, 1.29388]; [3.07125, 3.11413, 1.28729]; [2.36399, 3.15905, 1.10514]; [1.86778, 3.24049, 1.02868]; [-7.13602, 2.87449, 0.13828]; [-6.80796, 3.32458, -2.05232]; [-7.48705, 2.75147, -3.09382]; [-6.81601, 3.46396, -4.99256]; [0.39402, 2.88172, -3.12762]; [-2.54211, 0.4442, -4.69749]; [-3.00034, 0.44533, -4.70139]; [-2.99945, 0.44327, -5.23044]; [-2.52933, 0.44342, -5.22572]"
Jfyvj3xn2aJ,bed,4,"[-7.81022, 2.89882, -1.17869]; [-7.78088, 2.97185, -4.409]; [-2.9656, 3.0758, -3.03273]; [-1.35604, 3.17442, -4.64532]"
Jfyvj3xn2aJ,plant,0,
Jfyvj3xn2aJ,toilet,3,"[5.65476, 2.98779, 6.95066]; [-3.92053, 2.88912, 0.0432]; [0.71179, 0.0532, -4.444]"
Jfyvj3xn2aJ,tv_monitor,4,"[2.23801, 2.88379, 5.89982]; [-4.24241, 4.0461, -4.71033]; [-4.10159, 3.22629, -5.58734]; [-6.24629, 0.9821, -5.2026]"
Jfyvj3xn2aJ,sofa,0,
Z2DQddYp1fn,chair,12,"[6.64432, -2.42977, -0.45774]; [6.38321, -2.482, 3.5791]; [0.2132, -2.30415, -4.67187]; [3.16105, 0.55103, 6.13172]; [3.72249, 0.54911, 6.68821]; [4.38701, 0.54816, 6.63714]; [4.93321, 0.54519, 6.59672]; [5.43726, 0.54621, 6.15475]; [2.03796, 0.55569, 6.02239]; [2.02835, 0.55304, 6.6939]; [2.02587, 0.55319, 7.47391]; [2.48294, 0.4109, -3.07927]"
Z2DQddYp1fn,bed,3,"[3.71994, -2.28148, 6.47443]; [-2.24468, -2.47695, -4.87686]; [-0.91294, 0.84729, -5.57982]"
Z2DQddYp1fn,plant,0,
Z2DQddYp1fn,toilet,4,"[0.38322, -2.5875, 7.83129]; [-2.90798, -2.60306, -9.47209]; [-1.77678, 0.59618, 6.04083]; [-1.88674, 0.43859, -7.19844]"
Z2DQddYp1fn,tv_monitor,3,"[0.92702, -1.54068, -4.3167]; [0.65489, -1.94092, -4.61662]; [-1.08142, 1.61431, -2.71791]"
Z2DQddYp1fn,sofa,2,"[5.00767, -2.55685, 1.85415]; [4.43365, 0.39524, -3.53708]"
oahi4u45xMf,chair,9,"[-2.10758, 0.39469, 5.01055]; [0.17228, 0.53207, 5.03181]; [0.84895, 0.37913, 4.73383]; [-1.9227, 0.45063, 2.89767]; [-1.47053, 0.50599, 2.55036]; [-1.43553, 0.45562, 2.06305]; [-1.83583, 0.40569, 1.60551]; [0.78575, 0.50312, 1.95558]; [-2.27419, 3.23197, 2.72373]"
oahi4u45xMf,bed,2,"[3.6194, 3.24707, 0.14351]; [-1.22053, 3.35743, 4.82244]"
oahi4u45xMf,plant,0,
oahi4u45xMf,toilet,1,"[-2.36259, 3.28419, 0.63893]"
oahi4u45xMf,tv_monitor,4,"[-6.06584, 1.19053, 6.08518]; [2.12416, 0.63953, 4.59191]; [4.49351, 4.08611, 5.28903]; [-1.78304, 4.165, 1.99393]"
oahi4u45xMf,sofa,3,"[-7.7596, 0.64952, 3.92275]; [-6.74053, 0.67125, 2.50412]; [3.55211, 0.33595, 2.84725]"
nS8T59Aw3sf,chair,10,"[1.24941, 3.18253, -1.74797]; [-0.24299, 0.11063, -1.81589]; [3.63382, 0.44883, -4.3513]; [5.17339, -2.53666, -1.86294]; [4.83516, -2.49289, -2.24176]; [4.91346, -2.53269, -2.7454]; [5.32839, -2.53122, -3.09754]; [5.32732, -2.53785, -2.71591]; [5.39701, -2.53353, -2.15095]; [10.40256, -2.46771, -3.81091]"
